Customer_ID,Gender,Age_Group,Customer_Segment,Loyalty_Member,City
10816,Female,46-60,Budget,No,Bengaluru
10817,Female,18-25,Regular,No,Mumbai
10818,Male,26-35,Budget,No,Indore
10819,Male,36-45,Regular,Yes,Chennai
10820,Male,26-35,Premium,Yes,Bhubaneswar
10821,Female,46-60,Budget,Yes,Indore
10822,Female,26-35,Premium,Yes,Mumbai
10823,Female,26-35,Business,Yes,Hyderabad
10824,Male,26-35,Business,Yes,Indore
10825,Female,26-35,Regular,No,Delhi
10826,Female,36-45,Regular,Yes,Pune
10827,Male,26-35,Regular,No,Chandigarh
10828,Female,26-35,Regular,Yes,Ahmedabad
10829,Female,26-35,Regular,No,Mumbai
10830,Male,18-25,Regular,Yes,Chennai
10831,Female,26-35,Regular,No,Chandigarh
10832,Female,18-25,Budget,No,Jaipur
10833,Female,36-45,Regular,No,Delhi
10834,Female,26-35,Regular,No,Lucknow
10835,Male,46-60,Premium,Yes,Pune
10836,Male,60+,Regular,Yes,Surat
10837,Female,18-25,Regular,Yes,Mumbai
10838,Female,46-60,Budget,Yes,Jaipur
10839,Male,26-35,Budget,Yes,Ahmedabad
10840,Male,18-25,Regular,No,Surat
10841,Male,26-35,Budget,Yes,Lucknow
10842,Female,18-25,Premium,No,Bhubaneswar
10843,Male,46-60,Regular,Yes,Chandigarh
10844,Male,26-35,Regular,Yes,Hyderabad
10845,Male,26-35,Regular,Yes,Hyderabad
10846,Female,26-35,Regular,Yes,Hyderabad
10847,Male,36-45,Regular,Yes,Nagpur
10848,Female,26-35,Premium,Yes,Nagpur
10849,Male,18-25,Regular,No,Jaipur
10850,Male,18-25,Budget,No,Delhi
10851,Female,26-35,Budget,Yes,Delhi
10852,Female,46-60,Budget,No,Surat
10853,Male,26-35,Regular,No,Chennai
10854,Female,26-35,Business,No,Bengaluru
10855,Female,46-60,Premium,No,Bengaluru
10856,Male,18-25,Regular,No,Bengaluru
10857,Male,26-35,Regular,Yes,Nagpur
10858,Male,60+,Budget,No,Jaipur
10859,Female,36-45,Business,No,Mumbai
10860,Male,36-45,Budget,Yes,Nagpur
10861,Male,46-60,Budget,No,Bhubaneswar
10862,Male,18-25,Premium,No,Delhi
10863,Female,26-35,Premium,No,Jaipur
10864,Female,26-35,Budget,No,Lucknow
10865,Female,26-35,Regular,Yes,Mumbai
10866,Male,60+,Business,Yes,Surat
10867,Male,26-35,Budget,Yes,Hyderabad
10868,Female,26-35,Regular,Yes,Jaipur
10869,Male,26-35,Budget,No,Chandigarh
10870,Female,36-45,Budget,Yes,Mumbai
10871,Male,36-45,Regular,No,Lucknow
10872,Male,26-35,Regular,No,Jaipur
10873,Female,36-45,Budget,No,Ahmedabad
10874,Female,26-35,Premium,Yes,Surat
10875,Male,18-25,Regular,No,Pune
10876,Male,26-35,Regular,No,Chandigarh
10877,Male,26-35,Regular,No,Chandigarh
10878,Male,46-60,Business,No,Nagpur
10879,Female,36-45,Premium,Yes,Mumbai
10880,Female,60+,Budget,No,Jaipur
10881,Male,26-35,Regular,No,Pune
10882,Male,18-25,Premium,Yes,Bengaluru
10883,Female,18-25,Budget,No,Bhubaneswar
10884,Female,18-25,Budget,No,Jaipur
10885,Male,46-60,Business,Yes,Chennai
10886,Female,36-45,Budget,Yes,Delhi
10887,Male,26-35,Budget,Yes,Pune
10888,Female,36-45,Regular,Yes,Lucknow
10889,Female,46-60,Regular,No,Pune
10890,Female,46-60,Budget,Yes,Bengaluru
10891,Male,26-35,Premium,No,Chennai
10892,Male,36-45,Regular,Yes,Surat
10893,Male,26-35,Premium,No,Kochi
10894,Female,18-25,Premium,Yes,Delhi
10895,Male,46-60,Budget,No,Hyderabad
10896,Female,18-25,Business,No,Chandigarh
10897,Female,26-35,Regular,Yes,Nagpur
10898,Male,36-45,Budget,No,Delhi
10899,Male,46-60,Regular,No,Jaipur
10900,Female,46-60,Budget,No,Pune
10901,Female,36-45,Budget,Yes,Chennai
10902,Female,46-60,Premium,Yes,Bengaluru
10903,Male,46-60,Budget,Yes,Hyderabad
10904,Male,46-60,Regular,No,Chandigarh
10905,Female,26-35,Budget,No,Mumbai
10906,Male,26-35,Business,No,Pune
10907,Female,46-60,Regular,Yes,Bhubaneswar
10908,Male,26-35,Regular,No,Mumbai
10909,Male,36-45,Budget,Yes,Jaipur
10910,Male,18-25,Budget,Yes,Delhi
10911,Male,46-60,Budget,No,Bhubaneswar
10912,Male,18-25,Regular,No,Delhi
10913,Female,26-35,Business,No,Lucknow
10914,Female,18-25,Regular,Yes,Chandigarh
10915,Female,26-35,Budget,No,Pune
10916,Female,26-35,Budget,No,Jaipur
10917,Female,18-25,Regular,No,Bengaluru
10918,Male,36-45,Budget,No,Indore
10919,Male,46-60,Regular,No,Surat
10920,Female,18-25,Premium,Yes,Bhubaneswar
10921,Male,60+,Regular,Yes,Nagpur
10922,Female,18-25,Regular,Yes,Indore
10923,Female,26-35,Regular,No,Delhi
10924,Male,26-35,Regular,Yes,Jaipur
10925,Male,26-35,Regular,No,Chennai
10926,Female,26-35,Budget,Yes,Bhubaneswar
10927,Male,36-45,Budget,No,Pune
10928,Female,26-35,Regular,No,Nagpur
10929,Female,60+,Premium,No,Surat
10930,Female,60+,Regular,No,Pune
10931,Female,46-60,Business,No,Chennai
10932,Female,36-45,Regular,No,Nagpur
10933,Male,36-45,Regular,No,Nagpur
10934,Female,60+,Regular,No,Kochi
10935,Female,36-45,Budget,Yes,Nagpur
10936,Male,26-35,Business,No,Bengaluru
10937,Female,26-35,Regular,No,Jaipur
10938,Female,46-60,Regular,Yes,Pune
10939,Female,46-60,Regular,Yes,Pune
10940,Female,46-60,Regular,No,Bhubaneswar
10941,Male,26-35,Premium,No,Indore
10942,Male,36-45,Regular,Yes,Lucknow
10943,Male,46-60,Premium,No,Jaipur
10944,Male,36-45,Budget,Yes,Kochi
10945,Female,18-25,Premium,Yes,Pune
10946,Male,46-60,Budget,No,Ahmedabad
10947,Female,36-45,Regular,No,Ahmedabad
10948,Male,46-60,Budget,Yes,Pune
10949,Male,36-45,Regular,Yes,Nagpur
10950,Male,36-45,Budget,Yes,Nagpur
10951,Male,18-25,Budget,No,Chandigarh
10952,Male,26-35,Regular,No,Surat
10953,Male,46-60,Regular,No,Jaipur
10954,Male,46-60,Premium,No,Hyderabad
10955,Male,26-35,Regular,No,Lucknow
10956,Male,26-35,Budget,No,Kochi
10957,Female,46-60,Business,No,Bhubaneswar
10958,Male,26-35,Budget,No,Ahmedabad
10959,Male,36-45,Premium,No,Ahmedabad
10960,Male,26-35,Regular,No,Indore
10961,Female,36-45,Budget,No,Chandigarh
10962,Male,18-25,Regular,Yes,Mumbai
10963,Female,18-25,Business,Yes,Chennai
10964,Male,46-60,Budget,Yes,Surat
10965,Female,26-35,Regular,Yes,Chennai
10966,Female,36-45,Regular,No,Nagpur
10967,Male,18-25,Regular,Yes,Chandigarh
10968,Male,36-45,Premium,No,Chennai
10969,Female,46-60,Regular,Yes,Chennai
10970,Female,36-45,Budget,No,Bhubaneswar
10971,Female,26-35,Regular,No,Pune
10972,Female,60+,Budget,Yes,Delhi
10973,Male,26-35,Budget,Yes,Chandigarh
10974,Male,26-35,Premium,Yes,Ahmedabad
10975,Female,26-35,Premium,No,Hyderabad
10976,Male,26-35,Regular,No,Chennai
10977,Male,46-60,Budget,Yes,Jaipur
10978,Female,26-35,Budget,Yes,Lucknow
10979,Female,18-25,Regular,Yes,Surat
10980,Female,18-25,Premium,No,Jaipur
10981,Male,36-45,Regular,Yes,Hyderabad
10982,Female,60+,Premium,Yes,Indore
10983,Male,18-25,Regular,No,Ahmedabad
10984,Male,26-35,Budget,No,Nagpur
10985,Female,26-35,Business,Yes,Bengaluru
10986,Male,26-35,Regular,Yes,Ahmedabad
10987,Female,46-60,Premium,Yes,Jaipur
10988,Female,36-45,Regular,No,Pune
10989,Male,60+,Budget,No,Bengaluru
10990,Male,36-45,Budget,No,Nagpur
10991,Male,18-25,Regular,Yes,Hyderabad
10992,Male,36-45,Premium,No,Chandigarh
10993,Female,46-60,Business,No,Pune
10994,Female,26-35,Budget,Yes,Bhubaneswar
10995,Female,36-45,Regular,Yes,Hyderabad
10996,Female,36-45,Regular,Yes,Hyderabad
10997,Female,26-35,Budget,Yes,Nagpur
10998,Male,36-45,Budget,No,Nagpur
10999,Female,26-35,Budget,No,Nagpur
11000,Male,26-35,Regular,No,Bengaluru
11001,Male,26-35,Regular,No,Pune
11002,Female,18-25,Regular,No,Mumbai
11003,Female,18-25,Regular,Yes,Ahmedabad
11004,Male,26-35,Premium,No,Lucknow
11005,Female,36-45,Budget,No,Kochi
11006,Female,36-45,Regular,No,Jaipur
11007,Female,46-60,Budget,No,Mumbai
11008,Female,26-35,Regular,No,Surat
11009,Female,26-35,Business,No,Mumbai
11010,Male,26-35,Premium,No,Chandigarh
11011,Male,26-35,Budget,Yes,Bhubaneswar
11012,Male,26-35,Regular,No,Pune
11013,Female,18-25,Regular,Yes,Chandigarh
11014,Male,46-60,Regular,Yes,Kochi
11015,Female,18-25,Premium,Yes,Indore
11016,Female,36-45,Regular,Yes,Indore
11017,Male,26-35,Budget,Yes,Ahmedabad
11018,Female,26-35,Budget,Yes,Nagpur
11019,Male,26-35,Premium,No,Indore
11020,Male,46-60,Regular,Yes,Bengaluru
11021,Male,36-45,Regular,No,Chandigarh
11022,Male,26-35,Regular,Yes,Chandigarh
11023,Female,36-45,Budget,No,Hyderabad
11024,Female,46-60,Regular,No,Lucknow
11025,Female,18-25,Regular,Yes,Jaipur
11026,Male,26-35,Regular,No,Delhi
11027,Male,26-35,Budget,Yes,Chennai
11028,Male,26-35,Regular,No,Indore
11029,Male,26-35,Regular,Yes,Bhubaneswar
11030,Female,60+,Regular,No,Kochi
11031,Male,36-45,Regular,Yes,Delhi
11032,Female,36-45,Premium,No,Surat
11033,Female,18-25,Premium,No,Mumbai
11034,Female,26-35,Budget,Yes,Mumbai
11035,Male,26-35,Regular,No,Chennai
11036,Male,36-45,Premium,No,Pune
11037,Male,26-35,Regular,Yes,Delhi
11038,Male,18-25,Budget,No,Chandigarh
11039,Male,26-35,Regular,No,Chennai
11040,Male,26-35,Premium,Yes,Delhi
11041,Female,46-60,Budget,No,Pune
11042,Female,18-25,Premium,Yes,Ahmedabad
11043,Female,46-60,Budget,Yes,Mumbai
11044,Female,46-60,Business,No,Chennai
11045,Female,26-35,Regular,No,Jaipur
11046,Male,36-45,Premium,Yes,Delhi
11047,Female,46-60,Budget,No,Lucknow
11048,Male,26-35,Business,Yes,Lucknow
11049,Female,18-25,Regular,No,Bhubaneswar
11050,Female,18-25,Budget,Yes,Bengaluru
11051,Female,18-25,Premium,Yes,Indore
11052,Female,18-25,Budget,Yes,Ahmedabad
11053,Female,18-25,Regular,No,Chennai
11054,Female,18-25,Premium,No,Hyderabad
11055,Female,18-25,Regular,No,Pune
11056,Female,46-60,Regular,No,Indore
11057,Male,36-45,Regular,Yes,Lucknow
11058,Female,26-35,Regular,Yes,Chennai
11059,Female,26-35,Premium,No,Bhubaneswar
11060,Female,36-45,Budget,No,Delhi
11061,Female,26-35,Regular,No,Bhubaneswar
11062,Female,36-45,Budget,Yes,Pune
11063,Male,36-45,Budget,Yes,Bhubaneswar
11064,Male,18-25,Budget,No,Nagpur
11065,Female,60+,Budget,No,Kochi
11066,Female,60+,Regular,Yes,Chandigarh
11067,Male,46-60,Business,No,Surat
11068,Male,36-45,Budget,No,Lucknow
11069,Female,26-35,Budget,Yes,Jaipur
11070,Female,46-60,Regular,No,Nagpur
11071,Female,26-35,Budget,Yes,Kochi
11072,Male,36-45,Regular,Yes,Pune
11073,Male,26-35,Premium,Yes,Kochi
11074,Male,46-60,Budget,No,Indore
11075,Male,18-25,Premium,No,Hyderabad
11076,Male,46-60,Regular,No,Hyderabad
11077,Male,26-35,Regular,Yes,Chennai
11078,Male,26-35,Business,Yes,Delhi
11079,Male,36-45,Regular,No,Bhubaneswar
11080,Male,18-25,Regular,No,Chandigarh
11081,Male,36-45,Budget,No,Indore
11082,Female,18-25,Budget,Yes,Nagpur
11083,Female,36-45,Budget,No,Chennai
11084,Female,36-45,Regular,Yes,Chandigarh
11085,Male,60+,Regular,No,Indore
11086,Female,36-45,Budget,Yes,Indore
11087,Male,46-60,Budget,Yes,Kochi
11088,Male,36-45,Budget,Yes,Lucknow
11089,Male,46-60,Regular,No,Kochi
11090,Male,46-60,Regular,No,Nagpur
11091,Male,26-35,Budget,No,Ahmedabad
11092,Female,46-60,Regular,No,Chandigarh
11093,Female,26-35,Budget,No,Ahmedabad
11094,Female,36-45,Budget,Yes,Lucknow
11095,Male,46-60,Regular,No,Indore
11096,Male,18-25,Premium,Yes,Nagpur
11097,Female,36-45,Regular,No,Indore
11098,Male,18-25,Business,Yes,Lucknow
11099,Male,46-60,Premium,No,Nagpur
11100,Male,36-45,Budget,Yes,Jaipur
11101,Female,26-35,Premium,No,Nagpur
11102,Male,18-25,Regular,Yes,Kochi
11103,Male,26-35,Premium,Yes,Nagpur
11104,Female,26-35,Budget,No,Lucknow
11105,Female,36-45,Budget,Yes,Pune
11106,Female,26-35,Budget,No,Chennai
11107,Male,36-45,Regular,Yes,Jaipur
11108,Male,36-45,Regular,Yes,Lucknow
11109,Male,18-25,Regular,Yes,Pune
11110,Male,46-60,Budget,No,Chandigarh
11111,Male,36-45,Business,No,Hyderabad
11112,Male,26-35,Budget,No,Surat
11113,Male,18-25,Regular,Yes,Pune
11114,Female,26-35,Premium,Yes,Ahmedabad
11115,Female,46-60,Business,No,Mumbai
11116,Female,18-25,Regular,No,Surat
11117,Female,36-45,Business,No,Jaipur
11118,Male,26-35,Business,Yes,Indore
11119,Male,18-25,Regular,Yes,Bhubaneswar
11120,Male,18-25,Regular,No,Mumbai
11121,Female,46-60,Regular,No,Delhi
11122,Female,18-25,Budget,Yes,Chandigarh
11123,Female,46-60,Regular,Yes,Jaipur
11124,Male,60+,Premium,No,Pune
11125,Male,46-60,Regular,Yes,Chennai
11126,Male,26-35,Regular,Yes,Chennai
11127,Male,26-35,Regular,No,Chandigarh
11128,Male,36-45,Budget,Yes,Nagpur
11129,Female,36-45,Budget,Yes,Jaipur
11130,Female,26-35,Regular,No,Surat
11131,Female,26-35,Premium,No,Bengaluru
11132,Male,46-60,Budget,Yes,Hyderabad
11133,Female,36-45,Business,Yes,Chandigarh
11134,Male,26-35,Budget,Yes,Delhi
11135,Male,26-35,Budget,No,Bengaluru
11136,Female,26-35,Budget,Yes,Jaipur
11137,Male,18-25,Premium,No,Delhi
11138,Female,18-25,Premium,Yes,Ahmedabad
11139,Female,36-45,Budget,Yes,Hyderabad
11140,Male,46-60,Regular,No,Mumbai
11141,Female,36-45,Budget,Yes,Surat
11142,Male,18-25,Budget,Yes,Chandigarh
11143,Male,36-45,Budget,No,Surat
11144,Male,26-35,Business,Yes,Surat
11145,Male,26-35,Regular,No,Pune
11146,Male,26-35,Premium,Yes,Surat
11147,Female,36-45,Regular,Yes,Surat
11148,Male,26-35,Regular,No,Indore
11149,Male,36-45,Budget,Yes,Hyderabad
11150,Female,26-35,Regular,No,Ahmedabad
11151,Male,46-60,Budget,No,Lucknow
11152,Male,26-35,Regular,Yes,Delhi
11153,Male,26-35,Premium,No,Chennai
11154,Female,26-35,Budget,No,Pune
11155,Male,26-35,Regular,No,Mumbai
11156,Female,18-25,Regular,Yes,Mumbai
11157,Male,26-35,Regular,No,Jaipur
11158,Male,46-60,Regular,Yes,Delhi
11159,Male,36-45,Regular,Yes,Chandigarh
11160,Female,46-60,Regular,No,Bhubaneswar
11161,Female,26-35,Premium,No,Chennai
11162,Male,46-60,Regular,Yes,Mumbai
11163,Male,18-25,Regular,No,Bhubaneswar
11164,Female,18-25,Budget,No,Pune
11165,Male,46-60,Business,Yes,Bengaluru
11166,Female,36-45,Regular,Yes,Chandigarh
11167,Male,26-35,Premium,Yes,Jaipur
11168,Male,36-45,Budget,Yes,Pune
11169,Female,26-35,Budget,No,Kochi
11170,Female,46-60,Regular,No,Chandigarh
11171,Male,36-45,Budget,Yes,Nagpur
11172,Male,36-45,Premium,Yes,Bengaluru
11173,Female,18-25,Budget,No,Indore
11174,Female,46-60,Budget,No,Kochi
11175,Male,26-35,Regular,No,Jaipur
11176,Male,36-45,Regular,No,Indore
11177,Female,46-60,Premium,Yes,Surat
11178,Female,18-25,Business,Yes,Surat
11179,Male,36-45,Premium,No,Chennai
11180,Female,36-45,Budget,Yes,Hyderabad
11181,Male,36-45,Business,No,Pune
11182,Male,36-45,Regular,Yes,Lucknow
11183,Female,36-45,Business,Yes,Nagpur
11184,Male,18-25,Budget,Yes,Delhi
11185,Male,36-45,Premium,No,Mumbai
11186,Female,26-35,Budget,Yes,Mumbai
11187,Male,18-25,Regular,No,Indore
11188,Female,36-45,Business,Yes,Ahmedabad
11189,Male,26-35,Budget,Yes,Chennai
11190,Female,60+,Business,No,Chennai
11191,Male,46-60,Regular,No,Nagpur
11192,Male,46-60,Budget,No,Lucknow
11193,Male,36-45,Budget,No,Mumbai
11194,Male,26-35,Regular,No,Pune
11195,Female,18-25,Premium,Yes,Bhubaneswar
11196,Male,26-35,Budget,Yes,Ahmedabad
11197,Male,36-45,Premium,No,Ahmedabad
11198,Female,18-25,Regular,No,Chandigarh
11199,Male,36-45,Business,Yes,Hyderabad
11200,Female,26-35,Budget,Yes,Bhubaneswar
11201,Female,18-25,Budget,No,Nagpur
11202,Male,26-35,Regular,No,Ahmedabad
11203,Male,18-25,Business,Yes,Lucknow
11204,Female,36-45,Budget,Yes,Lucknow
11205,Male,26-35,Budget,Yes,Kochi
11206,Female,26-35,Regular,No,Chandigarh
11207,Male,36-45,Premium,Yes,Chandigarh
11208,Male,26-35,Regular,No,Chennai
11209,Male,36-45,Regular,No,Nagpur
11210,Male,26-35,Premium,Yes,Surat
11211,Female,18-25,Budget,Yes,Nagpur
11212,Male,26-35,Regular,Yes,Hyderabad
11213,Female,36-45,Premium,Yes,Bengaluru
11214,Male,46-60,Regular,Yes,Bhubaneswar
11215,Female,60+,Premium,No,Mumbai
11216,Female,46-60,Budget,No,Chandigarh
11217,Male,36-45,Budget,No,Indore
11218,Female,36-45,Regular,Yes,Ahmedabad
11219,Male,36-45,Budget,No,Chandigarh
11220,Female,26-35,Budget,No,Jaipur
11221,Male,60+,Premium,No,Pune
11222,Male,26-35,Regular,No,Delhi
11223,Male,26-35,Premium,Yes,Kochi
11224,Female,26-35,Regular,Yes,Hyderabad
11225,Male,36-45,Regular,No,Delhi
11226,Female,18-25,Regular,No,Pune
11227,Female,26-35,Premium,No,Bhubaneswar
11228,Female,36-45,Budget,Yes,Hyderabad
11229,Female,36-45,Budget,Yes,Jaipur
11230,Male,18-25,Regular,Yes,Ahmedabad
11231,Male,46-60,Regular,Yes,Delhi
11232,Male,36-45,Regular,No,Lucknow
11233,Female,46-60,Premium,No,Bhubaneswar
11234,Female,26-35,Regular,No,Indore
11235,Male,36-45,Regular,Yes,Bhubaneswar
11236,Male,46-60,Premium,No,Bhubaneswar
11237,Female,18-25,Budget,Yes,Kochi
11238,Male,46-60,Regular,Yes,Ahmedabad
11239,Female,18-25,Regular,Yes,Kochi
11240,Male,46-60,Regular,Yes,Mumbai
11241,Female,60+,Regular,No,Mumbai
11242,Female,26-35,Budget,Yes,Indore
11243,Female,26-35,Budget,No,Kochi
11244,Female,36-45,Business,Yes,Hyderabad
11245,Male,26-35,Regular,No,Jaipur
11246,Female,36-45,Premium,Yes,Bengaluru
11247,Male,60+,Premium,Yes,Delhi
11248,Male,36-45,Regular,No,Indore
11249,Male,26-35,Premium,No,Chandigarh
11250,Female,46-60,Premium,No,Jaipur
11251,Female,36-45,Regular,Yes,Hyderabad
11252,Female,36-45,Budget,Yes,Bhubaneswar
11253,Male,26-35,Regular,No,Surat
11254,Female,26-35,Budget,Yes,Chandigarh
11255,Female,46-60,Premium,Yes,Chennai
11256,Female,26-35,Budget,Yes,Delhi
11257,Male,46-60,Premium,No,Chandigarh
11258,Male,26-35,Premium,No,Ahmedabad
11259,Male,26-35,Premium,No,Ahmedabad
11260,Female,26-35,Premium,Yes,Indore
11261,Female,36-45,Regular,No,Nagpur
11262,Female,26-35,Regular,Yes,Jaipur
11263,Female,18-25,Regular,No,Surat
11264,Male,26-35,Premium,Yes,Bhubaneswar
11265,Male,60+,Regular,Yes,Chandigarh
11266,Male,18-25,Premium,No,Hyderabad
11267,Male,18-25,Business,No,Pune
11268,Female,26-35,Regular,No,Nagpur
11269,Female,18-25,Business,No,Chandigarh
11270,Male,26-35,Budget,Yes,Lucknow
11271,Male,18-25,Budget,Yes,Chennai
11272,Male,36-45,Regular,Yes,Nagpur
11273,Female,26-35,Premium,Yes,Chennai
11274,Female,26-35,Regular,Yes,Jaipur
11275,Female,46-60,Premium,Yes,Bengaluru
11276,Male,18-25,Business,No,Chennai
11277,Female,18-25,Budget,No,Indore
11278,Female,46-60,Regular,Yes,Indore
11279,Female,26-35,Regular,No,Mumbai
11280,Female,36-45,Budget,Yes,Nagpur
11281,Female,18-25,Business,No,Chennai
11282,Male,18-25,Business,Yes,Surat
11283,Female,36-45,Budget,Yes,Indore
11284,Female,36-45,Budget,No,Bhubaneswar
11285,Male,36-45,Budget,No,Surat
11286,Male,36-45,Regular,No,Ahmedabad
11287,Female,36-45,Budget,Yes,Delhi
11288,Male,18-25,Regular,No,Jaipur
11289,Male,36-45,Budget,No,Bengaluru
11290,Male,18-25,Budget,Yes,Ahmedabad
11291,Female,18-25,Budget,Yes,Pune
11292,Female,18-25,Business,No,Chennai
11293,Male,18-25,Budget,No,Chandigarh
11294,Male,36-45,Business,No,Chennai
11295,Female,26-35,Budget,Yes,Mumbai
11296,Male,26-35,Budget,No,Pune
11297,Male,26-35,Budget,No,Ahmedabad
11298,Male,26-35,Regular,Yes,Surat
11299,Female,36-45,Business,No,Lucknow
11300,Male,36-45,Budget,No,Jaipur
11301,Male,26-35,Budget,Yes,Mumbai
11302,Female,46-60,Budget,Yes,Chennai
11303,Male,26-35,Regular,No,Indore
11304,Male,26-35,Regular,No,Indore
11305,Female,36-45,Regular,Yes,Surat
11306,Female,26-35,Budget,Yes,Jaipur
11307,Female,36-45,Business,Yes,Lucknow
11308,Male,18-25,Regular,No,Nagpur
11309,Female,36-45,Budget,No,Mumbai
11310,Female,26-35,Budget,No,Delhi
11311,Female,26-35,Regular,No,Kochi
11312,Female,36-45,Budget,Yes,Bhubaneswar
11313,Female,36-45,Budget,No,Delhi
11314,Male,46-60,Regular,Yes,Bhubaneswar
11315,Male,18-25,Business,Yes,Chennai
11316,Female,36-45,Business,No,Nagpur
11317,Male,46-60,Premium,No,Mumbai
11318,Female,26-35,Budget,Yes,Surat
11319,Male,46-60,Budget,No,Ahmedabad
11320,Male,26-35,Regular,No,Chennai
11321,Female,26-35,Premium,Yes,Bengaluru
11322,Female,26-35,Regular,Yes,Chennai
11323,Female,18-25,Budget,No,Kochi
11324,Male,46-60,Regular,No,Nagpur
11325,Female,36-45,Budget,Yes,Bengaluru
11326,Female,60+,Budget,No,Bengaluru
11327,Male,36-45,Budget,Yes,Jaipur
11328,Female,18-25,Premium,No,Delhi
11329,Male,26-35,Budget,Yes,Jaipur
11330,Female,18-25,Business,No,Surat
11331,Male,46-60,Budget,Yes,Bhubaneswar
11332,Female,46-60,Regular,Yes,Surat
11333,Male,18-25,Business,No,Nagpur
11334,Male,18-25,Budget,No,Lucknow
11335,Female,36-45,Budget,No,Hyderabad
11336,Female,60+,Regular,Yes,Bhubaneswar
11337,Male,26-35,Budget,Yes,Jaipur
11338,Female,18-25,Regular,No,Lucknow
11339,Female,36-45,Regular,Yes,Indore
11340,Female,26-35,Regular,Yes,Bengaluru
11341,Male,36-45,Budget,Yes,Kochi
11342,Female,26-35,Regular,Yes,Bengaluru
11343,Female,36-45,Premium,No,Jaipur
11344,Male,60+,Regular,Yes,Nagpur
11345,Female,46-60,Regular,No,Nagpur
11346,Male,18-25,Premium,No,Bhubaneswar
11347,Male,26-35,Regular,Yes,Surat
11348,Female,36-45,Budget,No,Mumbai
11349,Male,26-35,Budget,Yes,Chandigarh
11350,Male,36-45,Budget,No,Mumbai
11351,Male,18-25,Regular,No,Chandigarh
11352,Female,36-45,Premium,No,Bengaluru
11353,Female,26-35,Regular,Yes,Chennai
11354,Female,26-35,Budget,No,Pune
11355,Male,26-35,Premium,No,Lucknow
11356,Female,26-35,Budget,No,Delhi
11357,Female,36-45,Business,No,Lucknow
11358,Female,46-60,Regular,No,Surat
11359,Male,36-45,Budget,No,Ahmedabad
11360,Male,18-25,Regular,Yes,Pune
11361,Male,46-60,Regular,No,Indore
11362,Male,18-25,Premium,No,Bhubaneswar
11363,Male,18-25,Regular,Yes,Nagpur
11364,Female,46-60,Budget,Yes,Indore
11365,Female,36-45,Regular,Yes,Jaipur
11366,Male,46-60,Budget,Yes,Pune
11367,Male,18-25,Regular,No,Kochi
11368,Female,26-35,Business,Yes,Hyderabad
11369,Male,26-35,Regular,Yes,Lucknow
11370,Male,18-25,Regular,No,Mumbai
11371,Female,26-35,Regular,Yes,Bengaluru
11372,Female,18-25,Budget,No,Chennai
11373,Male,18-25,Budget,Yes,Chandigarh
11374,Male,46-60,Budget,No,Kochi
11375,Female,36-45,Budget,No,Jaipur
11376,Female,46-60,Regular,Yes,Surat
11377,Female,18-25,Budget,No,Kochi
11378,Female,18-25,Premium,Yes,Hyderabad
11379,Female,18-25,Budget,No,Chandigarh
11380,Male,26-35,Business,Yes,Chennai
11381,Male,46-60,Business,No,Pune
11382,Female,26-35,Budget,Yes,Bhubaneswar
11383,Male,26-35,Budget,Yes,Surat
11384,Female,26-35,Business,No,Mumbai
11385,Female,26-35,Regular,Yes,Ahmedabad
11386,Male,26-35,Regular,No,Nagpur
11387,Female,26-35,Premium,Yes,Hyderabad
11388,Male,18-25,Regular,No,Mumbai
11389,Male,36-45,Premium,No,Indore
11390,Male,36-45,Business,No,Jaipur
11391,Male,46-60,Budget,No,Ahmedabad
11392,Male,46-60,Budget,No,Kochi
11393,Male,18-25,Budget,Yes,Bengaluru
11394,Female,46-60,Premium,Yes,Kochi
11395,Male,18-25,Premium,No,Lucknow
11396,Female,46-60,Regular,No,Chennai
11397,Female,36-45,Budget,No,Kochi
11398,Female,18-25,Budget,Yes,Jaipur
11399,Male,36-45,Premium,No,Surat
11400,Female,46-60,Budget,Yes,Chandigarh
11401,Female,26-35,Regular,No,Nagpur
11402,Male,46-60,Regular,No,Pune
11403,Female,36-45,Business,Yes,Chennai
11404,Male,26-35,Regular,No,Ahmedabad
11405,Male,18-25,Premium,Yes,Nagpur
11406,Male,18-25,Regular,No,Hyderabad
11407,Female,46-60,Regular,Yes,Pune
11408,Female,26-35,Budget,Yes,Bengaluru
11409,Male,26-35,Regular,Yes,Chennai
11410,Female,26-35,Budget,No,Chennai
11411,Female,26-35,Budget,Yes,Ahmedabad
11412,Female,18-25,Budget,No,Hyderabad
11413,Male,60+,Premium,No,Jaipur
11414,Male,36-45,Premium,Yes,Pune
11415,Female,26-35,Premium,Yes,Jaipur
11416,Male,26-35,Premium,No,Ahmedabad
11417,Female,46-60,Regular,No,Kochi
11418,Female,46-60,Premium,Yes,Bengaluru
11419,Female,36-45,Budget,No,Mumbai
11420,Male,36-45,Business,No,Bhubaneswar
11421,Male,26-35,Budget,No,Lucknow
11422,Female,26-35,Regular,No,Kochi
11423,Male,36-45,Regular,Yes,Indore
11424,Male,18-25,Premium,Yes,Kochi
11425,Male,26-35,Budget,No,Jaipur
11426,Male,18-25,Regular,No,Delhi
11427,Female,26-35,Regular,Yes,Bhubaneswar
11428,Female,18-25,Regular,Yes,Delhi
11429,Male,36-45,Budget,Yes,Ahmedabad
